Bacterium_strain | Antibiotic | Year | Country | Resistance percent (DEFAULT SET TO 1)
Klebsiella | Third-Generation Cephalosporins | 2015 | France  | 30.5
Klebsiella | Third-Generation Cephalosporins | 2015 | Hungary  | 37.2
Klebsiella | Third-Generation Cephalosporins | 2015 | Portugal  | 40.4
Klebsiella | Third-Generation Cephalosporins | 2015 | Cyprus  | 43.5
Klebsiella | Third-Generation Cephalosporins | 2015 | Croatia  | 46.8
Klebsiella | Third-Generation Cephalosporins | 2015 | Latvia  | 47.0
Klebsiella | Third-Generation Cephalosporins | 2015 | Lithuania  | 51.7
Klebsiella | Third-Generation Cephalosporins | 2015 | CzechRepublic  | 54.1
Klebsiella | Third-Generation Cephalosporins | 2015 | Italy  | 55.9
Klebsiella | Third-Generation Cephalosporins | 2015 | Poland  | 64.2
Klebsiella | Third-Generation Cephalosporins | 2015 | SlovakRepublic  | 67.2
Klebsiella | Third-Generation Cephalosporins | 2015 | Greece  | 69.5
Klebsiella | Third-Generation Cephalosporins | 2015 | Romania  | 70.7
Klebsiella | Third-Generation Cephalosporins | 2015 | Bulgaria  | 75.0
Klebsiella | Aminoglycosides | 2012 | Iceland  | 0.0
Klebsiella | Aminoglycosides | 2012 | Finland  | 0.4
Klebsiella | Aminoglycosides | 2012 | Denmark  | 6.0
Klebsiella | Aminoglycosides | 2012 | Sweden  | 2.5
Klebsiella | Aminoglycosides | 2012 | Norway  | 2.4
Klebsiella | Aminoglycosides | 2012 | Austria  | 5.0
Klebsiella | Aminoglycosides | 2012 | Germany  | 8.3
Klebsiella | Aminoglycosides | 2012 | Netherlands  | 6.3
Klebsiella | Aminoglycosides | 2012 | UnitedKingdom  | 6.1
Klebsiella | Aminoglycosides | 2012 | Belgium  | 11.6
Klebsiella | Aminoglycosides | 2012 | Luxembourg  | 26.0
Klebsiella | Aminoglycosides | 2012 | Ireland  | 9.2
Klebsiella | Aminoglycosides | 2012 | Spain  | 14.1
Klebsiella | Aminoglycosides | 2012 | Slovenia  | 20.5
Klebsiella | Aminoglycosides | 2012 | Estonia  | 13.2
Klebsiella | Aminoglycosides | 2012 | Malta  | 26.3
Klebsiella | Aminoglycosides | 2012 | France  | 23.2
Klebsiella | Aminoglycosides | 2012 | Portugal  | 31.8
Klebsiella | Aminoglycosides | 2012 | Italy  | 37.0
Klebsiella | Aminoglycosides | 2012 | Hungary  | 41.5
Klebsiella | Aminoglycosides | 2012 | Cyprus  | 15.4
Klebsiella | Aminoglycosides | 2012 | Croatia  | 46.1
Klebsiella | Aminoglycosides | 2012 | Latvia  | 51.3
Klebsiella | Aminoglycosides | 2012 | Lithuania  | 63.8
Klebsiella | Aminoglycosides | 2012 | Greece  | 59.9
Klebsiella | Aminoglycosides | 2012 | CzechRepublic  | 54.4
Klebsiella | Aminoglycosides | 2012 | Romania  | 54.5
Klebsiella | Aminoglycosides | 2012 | Poland  | 53.6
Klebsiella | Aminoglycosides | 2012 | Bulgaria  | 54.0
Klebsiella | Aminoglycosides | 2012 | Slovakia  | 63.1
Klebsiella | Aminoglycosides | 2013 | Iceland  | 0.0
Klebsiella | Aminoglycosides | 2013 | Finland  | 1.7
Klebsiella | Aminoglycosides | 2013 | Denmark  | 4.4
Klebsiella | Aminoglycosides | 2013 | Sweden  | 2.9
Klebsiella | Aminoglycosides | 2013 | Norway  | 2.3
Klebsiella | Aminoglycosides | 2013 | Austria  | 5.0
Klebsiella | Aminoglycosides | 2013 | Germany  | 10.0
Klebsiella | Aminoglycosides | 2013 | Netherlands  | 6.1
Klebsiella | Aminoglycosides | 2013 | UnitedKingdom  | 6.4
Klebsiella | Aminoglycosides | 2013 | Belgium  | 11.9
Klebsiella | Aminoglycosides | 2013 | Luxembourg  | 28.3
Klebsiella | Aminoglycosides | 2013 | Ireland  | 17.4
Klebsiella | Aminoglycosides | 2013 | Spain  | 15.9
Klebsiella | Aminoglycosides | 2013 | Slovenia  | 20.0
Klebsiella | Aminoglycosides | 2013 | Estonia  | 10.1
Klebsiella | Aminoglycosides | 2013 | Malta  | 26.1
Klebsiella | Aminoglycosides | 2013 | France  | 26.6
Klebsiella | Aminoglycosides | 2013 | Portugal  | 29.4
Klebsiella | Aminoglycosides | 2013 | Italy  | 32.5
Klebsiella | Aminoglycosides | 2013 | Hungary  | 37.0
Klebsiella | Aminoglycosides | 2013 | Cyprus  | 22.1
Klebsiella | Aminoglycosides | 2013 | Croatia  | 50.8
Klebsiella | Aminoglycosides | 2013 | Latvia  | 48.9
Klebsiella | Aminoglycosides | 2013 | Lithuania  | 47.6
Klebsiella | Aminoglycosides | 2013 | Greece  | 55.2
Klebsiella | Aminoglycosides | 2013 | CzechRepublic  | 51.0
Klebsiella | Aminoglycosides | 2013 | Romania  | 57.3
Klebsiella | Aminoglycosides | 2013 | Poland  | 60.4
Klebsiella | Aminoglycosides | 2013 | Bulgaria  | 50.8
Klebsiella | Aminoglycosides | 2013 | Slovakia  | 63.9
Klebsiella | Aminoglycosides | 2014 | Iceland  | 3.6
Klebsiella | Aminoglycosides | 2014 | Finland  | 2.3
Klebsiella | Aminoglycosides | 2014 | Denmark  | 4.9
Klebsiella | Aminoglycosides | 2014 | Sweden  | 3.3
Klebsiella | Aminoglycosides | 2014 | Norway  | 4.8
Klebsiella | Aminoglycosides | 2014 | Austria  | 5.5
Klebsiella | Aminoglycosides | 2014 | Germany  | 7.1
Klebsiella | Aminoglycosides | 2014 | Netherlands  | 3.9
Klebsiella | Aminoglycosides | 2014 | UnitedKingdom  | 5.5
Klebsiella | Aminoglycosides | 2014 | Belgium  | 10.9
Klebsiella | Aminoglycosides | 2014 | Luxembourg  | 19.7
Klebsiella | Aminoglycosides | 2014 | Ireland  | 12.1
Klebsiella | Aminoglycosides | 2014 | Spain  | 13.8
Klebsiella | Aminoglycosides | 2014 | Slovenia  | 20.2
Klebsiella | Aminoglycosides | 2014 | Estonia  | 18.5
Klebsiella | Aminoglycosides | 2014 | Malta  | 29.7
Klebsiella | Aminoglycosides | 2014 | France  | 27.7
Klebsiella | Aminoglycosides | 2014 | Portugal  | 30.5
Klebsiella | Aminoglycosides | 2014 | Italy  | 36.2
Klebsiella | Aminoglycosides | 2014 | Hungary  | 31.8
Klebsiella | Aminoglycosides | 2014 | Cyprus  | 28.8
Klebsiella | Aminoglycosides | 2014 | Croatia  | 48.8
Klebsiella | Aminoglycosides | 2014 | Latvia  | 43.2
Klebsiella | Aminoglycosides | 2014 | Lithuania  | 49.3
Klebsiella | Aminoglycosides | 2014 | Greece  | 59.3
Klebsiella | Aminoglycosides | 2014 | CzechRepublic  | 50.7
Klebsiella | Aminoglycosides | 2014 | Romania  | 67.6
Klebsiella | Aminoglycosides | 2014 | Poland  | 59.1
Klebsiella | Aminoglycosides | 2014 | Bulgaria  | 65.7
Klebsiella | Aminoglycosides | 2014 | Slovakia  | 68.2
Klebsiella | Aminoglycosides | 2015 | Iceland  | 0.0
Klebsiella | Aminoglycosides | 2015 | Finland  | 1.9
Klebsiella | Aminoglycosides | 2015 | Denmark  | 2.6
Klebsiella | Aminoglycosides | 2015 | Sweden  | 3.2
Klebsiella | Aminoglycosides | 2015 | Norway  | 3.6
Klebsiella | Aminoglycosides | 2015 | Austria  | 4.8
Klebsiella | Aminoglycosides | 2015 | Germany  | 5.5
Klebsiella | Aminoglycosides | 2015 | Netherlands  | 5.7
Klebsiella | Aminoglycosides | 2015 | UnitedKingdom  | 9.3
Klebsiella | Aminoglycosides | 2015 | Belgium  | 11.6
Klebsiella | Aminoglycosides | 2015 | Luxembourg  | 15.0
Klebsiella | Aminoglycosides | 2015 | Ireland  | 15.9
Klebsiella | Aminoglycosides | 2015 | Spain  | 16.0
Klebsiella | Aminoglycosides | 2015 | Slovenia  | 19.0
Klebsiella | Aminoglycosides | 2015 | Estonia  | 21.3
Klebsiella | Aminoglycosides | 2015 | Malta  | 22.8
Klebsiella | Aminoglycosides | 2015 | France  | 26.3
Klebsiella | Aminoglycosides | 2015 | Portugal  | 32.6
Klebsiella | Aminoglycosides | 2015 | Italy  | 34.0
Klebsiella | Aminoglycosides | 2015 | Hungary  | 34.6
Klebsiella | Aminoglycosides | 2015 | Cyprus  | 37.1
Klebsiella | Aminoglycosides | 2015 | Croatia  | 43.2
Klebsiella | Aminoglycosides | 2015 | Latvia  | 43.4
Klebsiella | Aminoglycosides | 2015 | Lithuania  | 46.4
Klebsiella | Aminoglycosides | 2015 | Greece  | 50.7
Klebsiella | Aminoglycosides | 2015 | CzechRepublic  | 51.9
Klebsiella | Aminoglycosides | 2015 | Romania  | 54.1
Klebsiella | Aminoglycosides | 2015 | Poland  | 58.6
Klebsiella | Aminoglycosides | 2015 | Bulgaria  | 59.5
Klebsiella | Aminoglycosides | 2015 | Slovakia  | 66.5
Klebsiella | Carbapenems | 2012 | Denmark  | 0.3
Klebsiella | Carbapenems | 2012 | Estonia  | 1.3
Klebsiella | Carbapenems | 2012 | Finland  | 0.0
Klebsiella | Carbapenems | 2012 | Iceland  | 0.0
Klebsiella | Carbapenems | 2012 | Latvia  | 0.0
Klebsiella | Carbapenems | 2012 | Lithuania  | 0.0
Klebsiella | Carbapenems | 2012 | Luxembourg  | 0.0
Klebsiella | Carbapenems | 2012 | Sweden  | 0.1
Klebsiella | Carbapenems | 2012 | Germany  | 0.0
Klebsiella | Carbapenems | 2012 | Hungary  | 2.9
Klebsiella | Carbapenems | 2012 | Netherlands  | 0.1
Klebsiella | Carbapenems | 2012 | Norway  | 0.5
Klebsiella | Carbapenems | 2012 | CzechRepublic  | 0.3
Klebsiella | Carbapenems | 2012 | UnitedKingdom  | 0.5
Klebsiella | Carbapenems | 2012 | Belgium  | 0.7
Klebsiella | Carbapenems | 2012 | France  | 0.5
Klebsiella | Carbapenems | 2012 | Ireland  | 0.0
Klebsiella | Carbapenems | 2012 | Poland  | 0.8
Klebsiella | Carbapenems | 2012 | Austria  | 0.8
Klebsiella | Carbapenems | 2012 | Slovakia  | 6.3
Klebsiella | Carbapenems | 2012 | Slovenia  | 0.4
Klebsiella | Carbapenems | 2012 | Spain  | 0.8
Klebsiella | Carbapenems | 2012 | Croatia  | 0.0
Klebsiella | Carbapenems | 2012 | Bulgaria  | 1.9
Klebsiella | Carbapenems | 2012 | Portugal  | 0.7
Klebsiella | Carbapenems | 2012 | Malta  | 3.5
Klebsiella | Carbapenems | 2012 | Cyprus  | 9.2
Klebsiella | Carbapenems | 2012 | Romania  | 13.7
Klebsiella | Carbapenems | 2012 | Italy  | 29.1
Klebsiella | Carbapenems | 2012 | Greece  | 60.5
Klebsiella | Carbapenems | 2013 | Denmark  | 0.2
Klebsiella | Carbapenems | 2013 | Estonia  | 2.7
Klebsiella | Carbapenems | 2013 | Finland  | 0.0
Klebsiella | Carbapenems | 2013 | Iceland  | 0.0
Klebsiella | Carbapenems | 2013 | Latvia  | 0.0
Klebsiella | Carbapenems | 2013 | Lithuania  | 0.0
Klebsiella | Carbapenems | 2013 | Luxembourg  | 1.9
Klebsiella | Carbapenems | 2013 | Sweden  | 0.0
Klebsiella | Carbapenems | 2013 | Germany  | 0.7
Klebsiella | Carbapenems | 2013 | Hungary  | 1.7
Klebsiella | Carbapenems | 2013 | Netherlands  | 0.2
Klebsiella | Carbapenems | 2013 | Norway  | 0.2
Klebsiella | Carbapenems | 2013 | CzechRepublic  | 0.5
Klebsiella | Carbapenems | 2013 | UnitedKingdom  | 0.5
Klebsiella | Carbapenems | 2013 | Belgium  | 0.3
Klebsiella | Carbapenems | 2013 | France  | 0.7
Klebsiella | Carbapenems | 2013 | Ireland  | 0.3
Klebsiella | Carbapenems | 2013 | Poland  | 0.8
Klebsiella | Carbapenems | 2013 | Austria  | 1.2
Klebsiella | Carbapenems | 2013 | Slovakia  | 0.6
Klebsiella | Carbapenems | 2013 | Slovenia  | 0.4
Klebsiella | Carbapenems | 2013 | Spain  | 1.6
Klebsiella | Carbapenems | 2013 | Croatia  | 0.5
Klebsiella | Carbapenems | 2013 | Bulgaria  | 0.0
Klebsiella | Carbapenems | 2013 | Portugal  | 1.8
Klebsiella | Carbapenems | 2013 | Malta  | 5.8
Klebsiella | Carbapenems | 2013 | Cyprus  | 5.9
Klebsiella | Carbapenems | 2013 | Romania  | 20.5
Klebsiella | Carbapenems | 2013 | Italy  | 34.3
Klebsiella | Carbapenems | 2013 | Greece  | 59.4
Klebsiella | Carbapenems | 2014 | Denmark  | 0.2
Klebsiella | Carbapenems | 2014 | Estonia  | 0.0
Klebsiella | Carbapenems | 2014 | Finland  | 0.0
Klebsiella | Carbapenems | 2014 | Iceland  | 0.0
Klebsiella | Carbapenems | 2014 | Latvia  | 1.7
Klebsiella | Carbapenems | 2014 | Lithuania  | 1.3
Klebsiella | Carbapenems | 2014 | Luxembourg  | 1.5
Klebsiella | Carbapenems | 2014 | Sweden  | 0.0
Klebsiella | Carbapenems | 2014 | Germany  | 0.7
Klebsiella | Carbapenems | 2014 | Hungary  | 1.1
Klebsiella | Carbapenems | 2014 | Netherlands  | 0.2
Klebsiella | Carbapenems | 2014 | Norway  | 0.0
Klebsiella | Carbapenems | 2014 | CzechRepublic  | 0.1
Klebsiella | Carbapenems | 2014 | UnitedKingdom  | 0.8
Klebsiella | Carbapenems | 2014 | Belgium  | 0.5
Klebsiella | Carbapenems | 2014 | France  | 0.5
Klebsiella | Carbapenems | 2014 | Ireland  | 0.6
Klebsiella | Carbapenems | 2014 | Poland  | 1.3
Klebsiella | Carbapenems | 2014 | Austria  | 0.6
Klebsiella | Carbapenems | 2014 | Slovakia  | 2.6
Klebsiella | Carbapenems | 2014 | Slovenia  | 0.9
Klebsiella | Carbapenems | 2014 | Spain  | 2.3
Klebsiella | Carbapenems | 2014 | Croatia  | 0.9
Klebsiella | Carbapenems | 2014 | Bulgaria  | 7.2
Klebsiella | Carbapenems | 2014 | Portugal  | 1.8
Klebsiella | Carbapenems | 2014 | Malta  | 9.9
Klebsiella | Carbapenems | 2014 | Cyprus  | 5.0
Klebsiella | Carbapenems | 2014 | Romania  | 31.5
Klebsiella | Carbapenems | 2014 | Italy  | 32.9
Klebsiella | Carbapenems | 2014 | Greece  | 62.3
Klebsiella | Carbapenems | 2015 | Denmark  | 0.0
Klebsiella | Carbapenems | 2015 | Estonia  | 0.0
Klebsiella | Carbapenems | 2015 | Finland  | 0.0
Klebsiella | Carbapenems | 2015 | Iceland  | 0.0
Klebsiella | Carbapenems | 2015 | Latvia  | 0.0
Klebsiella | Carbapenems | 2015 | Lithuania  | 0.0
Klebsiella | Carbapenems | 2015 | Luxembourg  | 0.0
Klebsiella | Carbapenems | 2015 | Sweden  | 0.0
Klebsiella | Carbapenems | 2015 | Germany  | 0.1
Klebsiella | Carbapenems | 2015 | Hungary  | 0.1
Klebsiella | Carbapenems | 2015 | Netherlands  | 0.1
Klebsiella | Carbapenems | 2015 | Norway  | 0.1
Klebsiella | Carbapenems | 2015 | CzechRepublic  | 0.3
Klebsiella | Carbapenems | 2015 | UnitedKingdom  | 0.4
Klebsiella | Carbapenems | 2015 | Belgium  | 0.5
Klebsiella | Carbapenems | 2015 | France  | 0.5
Klebsiella | Carbapenems | 2015 | Ireland  | 0.5
Klebsiella | Carbapenems | 2015 | Poland  | 0.5
Klebsiella | Carbapenems | 2015 | Austria  | 0.8
Klebsiella | Carbapenems | 2015 | Slovakia  | 0.9
Klebsiella | Carbapenems | 2015 | Slovenia  | 1.3
Klebsiella | Carbapenems | 2015 | Spain  | 2.2
Klebsiella | Carbapenems | 2015 | Croatia  | 2.4
Klebsiella | Carbapenems | 2015 | Bulgaria  | 3.2
Klebsiella | Carbapenems | 2015 | Portugal  | 3.4
Klebsiella | Carbapenems | 2015 | Malta  | 5.4
Klebsiella | Carbapenems | 2015 | Cyprus  | 12.9
Klebsiella | Carbapenems | 2015 | Romania  | 24.7
Klebsiella | Carbapenems | 2015 | Italy  | 33.5
Klebsiella | Carbapenems | 2015 | Greece  | 61.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Iceland  | 0.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Denmark  | 3.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Finland  | 0.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Sweden  | 1.4
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Norway  | 1.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Netherlands  | 2.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Germany  | 6.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Austria  | 4.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | UnitedKingdom  | 2.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Ireland  | 3.4
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Belgium  | 8.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Spain  | 8.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Luxembourg  | 20.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Malta  | 19.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Slovenia  | 17.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Cyprus  | 9.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Estonia  | 10.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | France  | 19.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Portugal  | 25.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Bulgaria  | 36.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Italy  | 33.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Hungary  | 37.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Croatia  | 30.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Latvia  | 42.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Lithuania  | 52.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | CzechRepublic  | 41.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Greece  | 57.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Romania  | 42.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Poland  | 50.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Slovakia  | 55.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Iceland  | 0.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Denmark  | 3.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Finland  | 0.4
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Sweden  | 1.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Norway  | 1.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Netherlands  | 2.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Germany  | 7.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Austria  | 3.6
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | UnitedKingdom  | 4.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Ireland  | 7.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Belgium  | 8.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Spain  | 11.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Luxembourg  | 17.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Malta  | 20.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Slovenia  | 15.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Cyprus  | 5.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Estonia  | 9.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | France  | 22.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Portugal  | 21.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Bulgaria  | 35.6
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Italy  | 29.6
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Hungary  | 32.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Croatia  | 30.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Latvia  | 39.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Lithuania  | 33.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | CzechRepublic  | 38.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Greece  | 51.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Romania  | 42.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Poland  | 54.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Slovakia  | 57.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Iceland  | 0.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Denmark  | 3.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Finland  | 1.4
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Sweden  | 1.4
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Norway  | 3.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Netherlands  | 2.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Germany  | 5.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Austria  | 3.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | UnitedKingdom  | 3.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Ireland  | 7.4
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Belgium  | 7.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Spain  | 10.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Luxembourg  | 16.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Malta  | 26.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Slovenia  | 18.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Cyprus  | 15.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Estonia  | 11.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | France  | 23.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Portugal  | 22.8
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Bulgaria  | 44.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Italy  | 32.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Hungary  | 28.6
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Croatia  | 30.6
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Latvia  | 41.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Lithuania  | 35.5
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | CzechRepublic  | 38.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Greece  | 55.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Romania  | 56.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Poland  | 54.6
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Slovakia  | 63.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Iceland  | 0.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Denmark  | 1.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Finland  | 1.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Sweden  | 1.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Norway  | 2.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Netherlands  | 3.0
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Germany  | 3.1
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Austria  | 3.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | UnitedKingdom  | 4.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Ireland  | 7.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Belgium  | 9.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Spain  | 11.7
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Luxembourg  | 13.3
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Malta  | 15.2
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Slovenia  | 16.9
Klebsiella | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Cyprus  | 17.7
